job_title,salary_from,salary_to,currency,company,main_location,skill_tag1,skill_tag2,skill_tag3,is_multi_location,is_fully_remote,link
Test Automation Engineer with Python,15 200,23 100,PLN,Jit Team,Gdynia,Python,Robot Framework,Agile,True,False,https://justjoin.it/job-offer/jit-team-test-automation-engineer-with-python-gdynia-testing
Tech Lead with Python,150,180,,Antal Sp. z o.o.,Poznań,Python,English,,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--tech-lead-with-python-poznan-python
Ruby On Rails Developer,12 000,18 000,PLN,Siepomaga.pl,Poznań,Ruby on Rails,Ruby,SQL,True,True,https://justjoin.it/job-offer/siepomaga-pl-ruby-on-rails-developer-poznan-ruby-6c17b2a3
Data Engineer,18 900,23 100,PLN,Keyloop,Warszawa,Python,SQL,AWS,False,True,https://justjoin.it/job-offer/keyloop-data-engineer-warszawa-data
Staff Software Engineer (Privacy Engineering),29 830,38 170,PLN,Affirm,Katowice,Backend,Databases,AWS,True,True,https://justjoin.it/job-offer/affirm-staff-software-engineer-privacy-engineering--katowice-python
Senior DevOps Engineer / DevOps Lead,27 000,35 000,PLN,Sky Engine Limited,Warszawa,CI/CD,Terraform,GCP,False,False,https://justjoin.it/job-offer/sky-engine-limited-senior-devops-engineer-devops-lead-warszawa-devops
Senior Flutter Developer,18 000,25 000,PLN,co.brick,Gliwice,Flutter,CI/CD,Git,False,True,https://justjoin.it/job-offer/co-brick-senior-flutter-developer-gliwice-mobile
Senior Fullstack Developer (Java/React) z j. niemieckim (Customer Account),25 200,32 000,PLN,dmTECH Polska,Wrocław,Niemiecki,Spring Boot,,True,True,https://justjoin.it/job-offer/dmtech-polska-senior-fullstack-developer-java-react-z-j-niemieckim-customer-account--wroclaw-java
Junior Project Manager - płatne praktyki,4 500,6 000,PLN,Voxdeveloper,Warszawa,MS Excel,CRM,HTML5 / CSS3,False,False,https://justjoin.it/job-offer/voxdeveloper-junior-project-manager---platne-praktyki-warszawa-support
Senior Python Developer,24 000,27 000,PLN,Keyloop,Warszawa,Python,,,False,True,https://justjoin.it/job-offer/keyloop-senior-python-developer-warszawa-python
Technical Support Representative,4 500,9 500,PLN,STATSCORE Sp. z o.o.,Bielsko-Biała,Betting,English,Customer Support,True,False,https://justjoin.it/job-offer/statscore-sp-z-o-o-technical-support-representative-bielsko-biala-378696
Network Automation Consultant,30 240,33 600,PLN,Experis Manpower Group,Kraków,English,CI/CD,,True,True,https://justjoin.it/job-offer/experis-manpower-group-network-automation-consultant-krakow-devops
Senior Automation QA Engineer,12 000,18 000,PLN,Certifier,Kraków,Automated Testing,Cypress,,True,True,https://justjoin.it/job-offer/certifier-senior-automation-qa-engineer-krakow-testing
Business Intelligence Lead,15 000,22 500,PLN,VML Enterprise Solutions,Poznań,SQL,DAX,SSAS,False,False,https://justjoin.it/job-offer/vml-enterprise-solutions-business-intelligence-lead-poznan-data
React Native Team Leader,24 467,28 545,PLN,Remodevs,Warszawa,Mobile Development,React Native,Mobile Apps,False,True,https://justjoin.it/job-offer/remodevs-react-native-team-leader-warszawa-javascript
Principal Software Engineer (31066),27 133,37 308,PLN,Splunk,Kraków,Distributed systems,Java,Scala,True,False,https://justjoin.it/job-offer/splunk-principal-software-engineer-31066--krakow-data
Frontend React Developer,20 000,23 500,PLN,Britenet,Warszawa,Redux,CSS,HTML5,True,False,https://justjoin.it/job-offer/britenet-frontend-react-developer-warszawa-javascript
Programista / Programistka (back end),11 000,17 000,PLN,INTENSE Group,Kraków,C#,Web Services,SQL,False,False,https://justjoin.it/job-offer/intense-group-programista-programistka-back-end--krakow-net
Full-Stack Developer (Angular+.NET),8 000,12 000,PLN,Baumalog Sp. z o. o.,Duchnice,Git,SCSS,NgRx,False,False,https://justjoin.it/job-offer/baumalog-sp-z-o-o--full-stack-developer-angular-net--duchnice-net
SAP PPDS/APo Consultant,20 160,22 680,PLN,ITFS,Warszawa,SAP APO,SAP PPDS,SAP,False,True,https://justjoin.it/job-offer/itfs-sap-ppds-apo-consultant-warszawa-erp
Front-End Developer (Angular),8 000,12 000,PLN,Baumalog Sp. z o. o.,Duchnice,RxJS,Git,SPA,False,False,https://justjoin.it/job-offer/baumalog-sp-z-o-o--front-end-developer-angular--duchnice-ux
FullStack Engineer – SmartBear Platform Services,14 000,17 000,PLN,SmartBear,Wrocław,CI/CD,React,JavaScript,True,True,https://justjoin.it/job-offer/smartbear-fullstack-engineer---smartbear-platform-services-wroclaw-javascript-83053552
IT Administrator,10 000,15 000,PLN,Synerise,Kraków,Jira,Microsoft 365,Azure AD,True,False,https://justjoin.it/job-offer/synerise-it-administrator-krakow-support
Senior Backend JavaScript Developer,34 000,40 000,PLN,Yard Corporate,Warszawa,Node.js,MySQL,AWS,False,False,https://justjoin.it/job-offer/yard-corporate-senior-backend-javascript-developer-warszawa-javascript-65906aa9
Junior DevOps Engineer,8 000,10 000,PLN,Match-Trade Technologies,Warszawa,Jenkins,Cassandra,Ubuntu,False,False,https://justjoin.it/job-offer/match-trade-technologies-junior-devops-engineer-warszawa-devops-53335ec2
Data Manager for ServiceNow,26 900,30 200,PLN,ITFS,Warszawa,ServiceNow,,,True,True,https://justjoin.it/job-offer/itfs-data-manager-for-servicenow-warszawa-data
ETL Tester,13 300,16 800,PLN,Jit Team,Gdynia,SQL,ETL,IBM,True,False,https://justjoin.it/job-offer/jit-team-etl-tester-gdynia-testing
Regular Project Manager,9 000,14 000,PLN,Merixstudio,Poznań,English,Communication Skills,,True,True,https://justjoin.it/job-offer/merixstudio-regular-project-manager-poznan-pm-84f86a58
C# Programmer,10 000,16 000,PLN,QED Software,Warszawa,REST APIs in .NET,English,,False,True,https://justjoin.it/job-offer/qed-software-c-programmer-warszawa-net
PHP Developer,14 000,20 000,PLN,Ingenious.Build,Warszawa,SaaS,PHP 8.3,,True,True,https://justjoin.it/job-offer/ingenious-build-php-developer-warszawa-php
Senior Algo C# Developer,21 500,25 000,PLN,Primaris,Warszawa,Docker,C#,.Net Framework,False,False,https://justjoin.it/job-offer/primaris-senior-algo-c-developer-warszawa-net
Programista C++,16 000,22 000,PLN,VlogIT,Warszawa,język polski,Linux,C++,True,False,https://justjoin.it/job-offer/vlogit-programista-c--warszawa-c
Engineering Manager,25 000,30 000,PLN,Ingenious.Build,Warszawa,Management,SaaS,PHP 8,True,True,https://justjoin.it/job-offer/ingenious-build-engineering-manager-warszawa-php-5afdf1de
Mid Fullstack Developer,15 000,22 000,PLN,Consileon Polska,Szczecin,React,Node.js,English,False,False,https://justjoin.it/job-offer/consileon-polska-mid-fullstack-developer-szczecin-javascript
Senior PHP Developer,21 000,30 000,PLN,Ingenious.Build,Warszawa,Software Architecture,,,True,True,https://justjoin.it/job-offer/ingenious-build-senior-php-developer-warszawa-php
QA Engineer,7 000,10 000,PLN,Kadromierz,Wrocław,Manual Testing,Automated Testing,JavaScript,False,False,https://justjoin.it/job-offer/kadromierz-qa-engineer-wroclaw-testing
Analityk Biznesowy,10 000,17 000,PLN,GoNextStage sp. z o.o.,Warszawa,WebCon BPS,UML,BPMN2,False,False,https://justjoin.it/job-offer/gonextstage-sp-z-o-o--analityk-biznesowy-warszawa-analytics
ServiceNow Engineer,21 500,25 500,PLN,Emerge Soft,Warszawa,CSS,HTML,ServiceNow,True,True,https://justjoin.it/job-offer/emerge-soft-servicenow-engineer-warszawa-support
QA Automation Team Leader,26 506,31 808,PLN,Mend.io,Poland,Python,Automated Testing,,True,True,https://justjoin.it/job-offer/mend-io-qa-automation-team-leader-poland-python
Servicenow Specialist,60,79,,Antal Sp. z o.o.,Wrocław,ServiceNow,English,,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--servicenow-specialist-wroclaw-other
Senior BI - Data Engineer,30 000,40 000,PLN,Antal Sp. z o.o.,Warszawa,AI,BI,Azure,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--senior-bi---data-engineer-warszawa-data
Full Stack Engineer (RubyonRails),15 292,20 389,PLN,DevsData LLC,Warszawa,MySQL,JavaScript,Ruby on Rails,False,True,https://justjoin.it/job-offer/devsdata-llc-full-stack-engineer-rubyonrails--warszawa-ruby
Senior Product Manager,16 000,19 000,PLN,Statscore sp.z.o.o.,Gliwice,Product Management,Team Leadership,,True,False,https://justjoin.it/job-offer/statscore-sp-z-o-o--senior-product-manager-gliwice-pm
CloudOps Software Engineer,15 000,19 000,PLN,Motorola Solutions,Kraków,Azure,IaC,AWS,False,False,https://justjoin.it/job-offer/motorola-solutions-cloudops-software-engineer-krakow-devops
Symfony PHP Developer,18 000,25 000,PLN,CFI/ELEARNDEV sp. z o.o.,Warszawa,PHP,Symfony,SOLID Principles,False,False,https://justjoin.it/job-offer/cfi-elearndev-sp-z-o-o--symfony-php-developer-warszawa-php
Embedded Software Engineer with C++,12 000,18 000,PLN,Motorola Solutions,Kraków,Embedded,C++,Python,False,False,https://justjoin.it/job-offer/motorola-solutions-embedded-software-engineer-with-c--krakow-other
Software Development Engineer in Test (Java),26 880,30 240,PLN,7N,Warszawa,Java,Spring Boot,BDD,True,True,https://justjoin.it/job-offer/7n-software-development-engineer-in-test-java--warszawa-java
BI Developer,9 000,12 000,PLN,Lite e-Commerce,Warszawa,Looker,Business Intelligence,,False,True,https://justjoin.it/job-offer/lite-e-commerce-bi-developer-warszawa-data
Senior Mobile Engineer,37 000,43 000,PLN,YARD Corporate,Warszawa,Android,iOS,Flutter,False,False,https://justjoin.it/job-offer/yard-corporate-senior-mobile-engineer
Lead Architect,32 000,40 000,PLN,silvermine.io,Zielona Góra,Big Data,GCP,Golang,True,True,https://justjoin.it/job-offer/silvermine-io-lead-architect-zielona-gora-architecture
Tech Lead,40 000,45 000,PLN,Yard Corporate,Warszawa,Express.js,Node.js,MySQL,False,False,https://justjoin.it/job-offer/yard-corporate-tech-lead-warszawa-javascript
Data Science Engineer,22 000,25 000,PLN,Accuris,Gdańsk,Python,Shell Scripting,NLP,True,False,https://justjoin.it/job-offer/accuris-data-science-engineer-gdansk-python
Junior Python Engineer,6 500,9 000,PLN,Adverity,Katowice,English,Python,Databases,True,True,https://justjoin.it/job-offer/adverity-junior-python-engineer-katowice-python
QA Specialist,11 700,15 000,PLN,Angry Nerds,Wrocław,English,Jira,API Testing,True,True,https://justjoin.it/job-offer/angry-nerds-qa-specialist-wroclaw-testing
"Senior Software Engineer, Storage Infrastructure",29 000,47 167,PLN,Asana,Warszawa,Terraform,SQL,NoSQL,False,False,https://justjoin.it/job-offer/asana-senior-software-engineer-storage-infrastructure-warszawa-data
IT Administrator,10 000,15 000,PLN,Synerise,Kraków,Azure AD,Microsoft 365,Jira,True,False,https://justjoin.it/job-offer/synerise-it-administrator-krakow-admin
Delivery Lead,18 900,34 800,PLN,Netguru,Warszawa,Project Management,CRM,ERP,True,True,https://justjoin.it/job-offer/netguru-delivery-lead-warszawa-pm-08eca3b4
"Mid Backend Developer with Golang (US, eCatholic)",12 000,21 000,PLN,From Poland With Dev,Kraków,REST API,SQL,Backend,True,True,https://justjoin.it/job-offer/from-poland-with-dev-mid-backend-developer-with-golang-us-ecatholic--krakow-go-dbd7ba60
👉 Middle/Senior Scala Developer,18 000,26 000,PLN,Xebia sp. z o.o.,Wrocław,Scala,Docker,AWS,True,True,https://justjoin.it/job-offer/xebia-sp-z-o-o---middle-senior-scala-developer-wroclaw-scala
Senior PHP Developer,20 389,28 545,PLN,Talentica,Warszawa,MySQL,PHP 8,RabbitMQ,True,True,https://justjoin.it/job-offer/talentica-senior-php-developer-warszawa-php-5c6dd38e
Senior Fullstack Developer,16 600,19 920,PLN,Bright Inventions,Gdańsk,React,TypeScript,Node.js,False,False,https://justjoin.it/job-offer/bright-inventions-senior-fullstack-developer-gdansk-javascript-9c2271cd
Senior Fullstack Developer (React + Python),16 600,19 920,PLN,Bright Inventions,Gdańsk,React,Python,ECharts,False,False,https://justjoin.it/job-offer/bright-inventions-senior-fullstack-developer-react-python--gdansk-javascript
DevOps Engineer,18 260,22 410,PLN,Bright Inventions,Gdańsk,GitHub Actions,Docker,CI/CD,False,False,https://justjoin.it/job-offer/bright-inventions-devops-engineer-gdansk-devops
Junior Software Engineer(31190),11 333,15 583,PLN,Splunk,Kraków,Algorithms,Data Structures,C++,True,False,https://justjoin.it/job-offer/splunk-junior-software-engineer-31190--krakow-c
Junior Software Developer,7 000,10 000,PLN,Aprimerose,Gdańsk,Django,JavaScript,Python,False,False,https://justjoin.it/job-offer/aprimerose-junior-software-developer-gdansk-python
Junior Rust Developer,6 000,10 000,PLN,BlockWise,Warszawa,Python,Rust,,False,False,https://justjoin.it/job-offer/blockwise-junior-rust-developer-warszawa-other
Expert IT Analyst,20 000,23 000,PLN,Upvanta sp. z o.o.,Warszawa,Data,Data modeling,SQL,True,False,https://justjoin.it/job-offer/upvanta-sp-z-o-o--expert-it-analyst-warszawa-analytics
Senior Automation Tester (with Java),18 000,25 000,PLN,Callstack,Wrocław,Automated Testing,Charles,,True,True,https://justjoin.it/job-offer/callstack-senior-automation-tester-with-java--wroclaw-java
Senior Automation Tester (with Java),18 000,25 000,PLN,Callstack,Wrocław,Automated Testing,Charles,,True,True,https://justjoin.it/job-offer/callstack-senior-automation-tester-with-java--wroclaw-testing
Full Stack Developer,15 000,17 000,PLN,FINANTEQ,Lublin,Java,Kotlin,Vue.js,True,True,https://justjoin.it/job-offer/finanteq-full-stack-developer-kotlin--lublin-java
Senior Technical Product Manager,23 000,30 000,PLN,AVSystem,Kraków,SDLC,Software Architecture,B2B Products,False,False,https://justjoin.it/job-offer/avsystem-senior-technical-product-manager-krakow-pm
Technical Product Manager,16 000,22 000,PLN,AVSystem,Kraków,Software Architecture,SDLC,B2B Products,False,False,https://justjoin.it/job-offer/avsystem-technical-product-manager-krakow-pm-19c133e4
Senior Test Engineer with Squish,16 800,22 680,PLN,SpyroSoft S.A.,Wrocław,Test Automation,Squish,,True,True,https://justjoin.it/job-offer/spyrosoft-s-a--senior-test-engineer-with-squish-wroclaw-testing
Senior Azure MLOps Engineer,30 000,37 000,PLN,hubQuest,Warszawa,Docker,Python,Azure,True,True,https://justjoin.it/job-offer/hubquest-senior-azure-mlops-engineer-warszawa-devops
Senior Frontend Developer,18 000,25 000,PLN,Kanga,Gdańsk,React,React Native,JavaScript,False,False,https://justjoin.it/job-offer/kanga-senior-frontend-developer-gdansk-javascript
Senior Software Engineer,18 000,25 000,PLN,CloudFerro sp. z o.o.,Warszawa,fastapi,Python 3.x,SQL,False,False,https://justjoin.it/job-offer/cloudferro-sp-z-o-o--senior-software-engineer-warszawa-python-74db7841
Full Stack PHP Developer,10 000,16 000,PLN,Codres Sp. z o.o.,Rzeszów,CSS3,PHP 8,HTML5,False,False,https://justjoin.it/job-offer/codres-sp-z-o-o--full-stack-php-developer-rzeszow-php-a1866c0d
Mid Unity Developer (VR),12 000,16 000,PLN,IGNIBIT,Gdynia,3D,VR,Unity,False,True,https://justjoin.it/job-offer/ignibit-mid-unity-developer-vr--gdynia-game
Business Analyst,15 120,18 480,PLN,IN Team,Warszawa,Analiza Biznesowa,,,True,True,https://justjoin.it/job-offer/in-team-business-analyst-warszawa-analytics
PHP-Developer,8 156 PLN,,,IT Solutions Management International Pte. Ltd.,Poland (Remote),PHP,HTML,MySQL,False,True,https://justjoin.it/job-offer/pebble-invest-s-r-o--php-developer-poland-remote--php
ML engineer / Data Scientist,20 200,21 800,PLN,ITFS,Warszawa,SQL,Python,NLP,False,True,https://justjoin.it/job-offer/itfs-ml-engineer-data-scientist-warszawa-data
Senior .NET Software Engineer,24 600,27 600,PLN,dotLinkers,Katowice,Kafka,SQL,NoSQL,True,False,https://justjoin.it/job-offer/dotlinkers-senior-net-software-engineer-katowice-net-20e60b5f
Senior AWS Platform Engineer,27 200,35 200,PLN,Shaped Thoughts,Wrocław,Amazon AWS,Python,DynamoDB,True,True,https://justjoin.it/job-offer/shaped-thoughts-senior-aws-platform-engineer-wroclaw-devops
"Senior Software Engineer, Data Infrastructure",29 000,47 000,PLN,Asana,Warszawa,Backend,Amazon AWS,Terraform,False,False,https://justjoin.it/job-offer/asana-senior-software-engineer-data-infrastructure-warszawa-devops-c553869e
"Senior Software Engineer, Data Infrastructure",29 000,47 000,PLN,Asana,Warszawa,Backend,Databricks,Amazon AWS,False,False,https://justjoin.it/job-offer/asana-senior-software-engineer-data-infrastructure-warszawa-python-199401ef
SAP BW Developer,21 840,26 880,PLN,7N,Warszawa,SAP BW,ABAP,,False,True,https://justjoin.it/job-offer/7n-sap-bw-developer-warszawa-erp
Senior AWS Platform Engineer,27 200,35 200,PLN,Shaped Thoughts,Wrocław,Amazon AWS,Python,DynamoDB,True,True,https://justjoin.it/job-offer/shaped-thoughts-senior-aws-platform-engineer-wroclaw-data
Administrator systemów / DevOps,7 500,15 000,PLN,Parleto,Gdańsk,DevOps,Systems Administration,Linux,False,False,https://justjoin.it/job-offer/parleto-administrator-systemow-devops-gdansk-devops-b82a30a7
Requirements Engineer z j. niemieckim (Customer Service Solutions),13 400,17 000,PLN,dmTECH Polska,Wrocław,MS Office,concept boards,,True,True,https://justjoin.it/job-offer/dmtech-polska-requirements-engineer-z-j-niemieckim-customer-service-solutions--wroclaw-pm
👉 Senior Machine Learning Engineer,22 300,33 700,PLN,Xebia sp. z o.o.,Wrocław,Machine Learning,MLOps,GCP,True,True,https://justjoin.it/job-offer/xebia-sp-z-o-o---senior-machine-learning-engineer-wroclaw-data
Junior Software Engineer (31191),11 333,15 583,PLN,Splunk,Kraków,Go,C++,Java,True,False,https://justjoin.it/job-offer/splunk-junior-software-engineer-31191--krakow-go
Software Engineer (31193),15 100,20 762,PLN,Splunk,Kraków,C++,Data Structures,Linux OS,True,False,https://justjoin.it/job-offer/splunk-software-engineer-31193--krakow-c
Software Engineer (31194),15 100,20 762,PLN,Splunk,Kraków,Go,Java,s3,True,False,https://justjoin.it/job-offer/splunk-software-engineer-31194--krakow-go
Senior Software Engineer (31195),20 666,28 416,PLN,Splunk,Kraków,C++,Distributed systems,Algorithms,True,False,https://justjoin.it/job-offer/splunk-senior-software-engineer-31195--krakow-c
Senior Software Engineer (31196),20 666,28 416,PLN,Splunk,Kraków,Go,C++,Java,True,False,https://justjoin.it/job-offer/splunk-senior-software-engineer-31196--krakow-go
Senior Engineering Manager (31197),27 133,37 308,PLN,Splunk,Kraków,Data,Team Management,CI/CD,True,False,https://justjoin.it/job-offer/splunk-senior-engineering-manager-31197--krakow-data
Power Platform Tech Lead / Senior,25 200,30 200,PLN,ITFS,Warszawa,SharePoint,Power Platform,,True,True,https://justjoin.it/job-offer/itfs-power-platform-tech-lead-senior-warszawa-other
Python Data Developer,16 800,21 840,PLN,IN Team,Warszawa,Python,English,FAST API,True,True,https://justjoin.it/job-offer/in-team-python-developer-warszawa-python
Senior Machine Learning Engineer,34 662,53 013,PLN,Kalepa,Warszawa,Machine Learning,Python,SQL,True,True,https://justjoin.it/job-offer/kalepa-senior-machine-learning-engineer-warszawa-python
Machine Learning Engineer,24 467,34 662,PLN,Kalepa,Warszawa,SQL,Python,Machine Learning,True,True,https://justjoin.it/job-offer/kalepa-machine-learning-engineer-warszawa-python-123bed28
Java Developer,23 520,30 240,PLN,IN Team,Warszawa,Java,PHP,NoSQL,True,True,https://justjoin.it/job-offer/in-team-java-developer-warszawa-java
Senior Cloud Engineer - AWS (m/f/d),20 000,29 000,PLN,Kuehne+Nagel,Wrocław,AWS,Terraform,IaC,False,False,https://justjoin.it/job-offer/kuehne-nagel-senior-cloud-engineer---aws-m-f-d--wroclaw-devops
Scala Engineer,25 000,35 000,PLN,Evolution,Warszawa,Scala,Cassandra,JVM,False,False,https://justjoin.it/job-offer/evolution-scala-engineer-warszawa-scala
Junior Test Engineer,5 000,9 000,PLN,Reply Polska Sp. z o. o.,Katowice,English,Testing,Programming,False,False,https://justjoin.it/job-offer/reply-polska-sp-z-o-o--junior-test-engineer-katowice-testing
Application Support,20 160,23 520,PLN,emagine Polska,Gdańsk,Oracle,Powershell,Docker,False,False,https://justjoin.it/job-offer/emagine-polska-application-support-gdansk-support
Senior Network Engineer,23 000,28 000,PLN,emagine Polska,Warszawa,Network Administration,Powershell,VMware,False,False,https://justjoin.it/job-offer/emagine-polska-senior-network-engineer-warszawa-admin
Project Manager,12 000,20 000,PLN,Software Mansion,Kraków,English,Polish,Project Management,False,False,https://justjoin.it/job-offer/software-mansion-project-manager-krakow-pm
Technical Support Team Lead,9 500,16 000,PLN,STATSCORE Sp. z o.o.,Katowice,Team Leadership,Technical Support,,True,False,https://justjoin.it/job-offer/statscore-sp-z-o-o--technical-support-team-lead-katowice-support
Specjalista Helpdesk APC,80,109,,Antal Sp. z o.o.,Warszawa,Microsoft Windows,Angielski,,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--specjalista-helpdesk-apc-warszawa-support
Specjalista Helpdesk APC,80,109,,Antal Sp. z o.o.,Warszawa,Microsoft Windows,Angielski,,True,False,https://justjoin.it/job-offer/antal-sp-z-o-o--specjalista-helpdesk-apc-warszawa-admin
Cybersecurity DLP Policy Engineering,25 200,31 920,PLN,Antal Sp. z o.o.,Kraków,Cybersecurity,,,True,True,https://justjoin.it/job-offer/antal-sp-z-o-o--cybersecurity-dlp-policy-engineering-krakow-security-8bc75d99
Senior Backend C#/.Net Engineer,21 600,27 600,PLN,STATSCORE Sp. z o.o.,Katowice,C#,.NET Core,English,True,False,https://justjoin.it/job-offer/statscore-sp-z-o-o--senior-backend-c-net-engineer-katowice-net
IT Administrator,10 320,14 100,PLN,Sollers Consulting Sp. z.o.o,Warszawa,Jenkins,Azure,Linux,False,False,https://justjoin.it/job-offer/sollers-consulting-sp-z-o-o-it-administrator-warszawa-admin
Engineering Team Leader,22 000,30 000,PLN,XTB,Warszawa,Scrum,Java,Team Leadership,True,True,https://justjoin.it/job-offer/xtb-engineering-team-leader-warszawa-javascript-99c7eaf1
Engineering Team Leader,22 000,30 000,PLN,XTB,Warszawa,iOS,TypeScript,Android,True,True,https://justjoin.it/job-offer/xtb-engineering-team-leader-warszawa-pm-f886b74e
Engineering Team Leader,22 000,30 000,PLN,XTB,Warszawa,Android,Scrum,Java,True,True,https://justjoin.it/job-offer/xtb-engineering-team-leader-warszawa-java-59d6050a
Mid/Mid+ RPA Python Developer,12 100,13 800,PLN,Morele.net sp. z o.o.,Kraków,Python,Excel,SQL,False,True,https://justjoin.it/job-offer/morele-net-sp-z-o-o--mid-mid-rpa-python-developer-krakow-python
Delivery Manager,25 000,35 000,PLN,TechTorch,Warszawa,Jira,CRM,MS Project,True,True,https://justjoin.it/job-offer/techtorch-strategy-management-consulting-manager-warszawa-pm
Flutter Developer,8 000,12 000,PLN,ITMESH Krzysztof Wizner,Kraków,Flutter,Firebase,NodeJS,False,True,https://justjoin.it/job-offer/itmesh-krzysztof-wizner-flutter-developer-krakow-mobile
Java Developer with Kotlin,16 000,25 000,PLN,Tooploox,Wrocław,Kotlin,Spring Boot,Java,True,True,https://justjoin.it/job-offer/tooploox-java-developer-with-kotlin-wroclaw-java
Senior Node.js Backend Developer,22 000,28 000,PLN,People More P.S.A.,Kraków,Node.js,Nest.js,,True,True,https://justjoin.it/job-offer/people-more-p-s-a--senior-node-js-backend-developer-krakow-other
Senior Frontend Engineer,30 584,37 517,PLN,onsights.io,Minnetonka,React,JavaScript,,True,True,https://justjoin.it/job-offer/onsights-io-senior-frontend-engineer-minnetonka-javascript
Front-end developer,20 000,27 000,PLN,Lepobooks,Szczecin,React,Elasticsearch,AWS,False,True,https://justjoin.it/job-offer/lepobooks-front-end-developer-szczecin-javascript
.Net MAUI or Xamarin Developer with German language,23 520,26 880,PLN,Kyotu Technology,Wrocław,.Net,Xamarin,MAUI,True,True,https://justjoin.it/job-offer/kyotu-technology--net-maui-or-xamarin-developer-with-german-language-wroclaw-net
.Net MAUI or Xamarin Team Lead with German language,26 880,30 240,PLN,Kyotu Technology,Wrocław,.Net,MAUI,Xamarin,True,True,https://justjoin.it/job-offer/kyotu-technology--net-maui-or-xamarin-team-lead-with-german-language-wroclaw-net
Angular Developer with English Language,18 480,25 200,PLN,Kyotu Technology,Wrocław,Angular,,,True,True,https://justjoin.it/job-offer/kyotu-technology-angular-developer-with-english-language-wroclaw-other
Java Tech Lead,23 520,25 200,PLN,Kyotu Technology,Wrocław,Spring Boot,Java,,True,True,https://justjoin.it/job-offer/kyotu-technology-java-tech-lead-wroclaw-java
Java Developer,20 160,21 840,PLN,Kyotu Technology,Wrocław,Spring Boot,Java,,True,True,https://justjoin.it/job-offer/kyotu-technology-java-developer-wroclaw-java
One Identity Consultant z j. angielskim,18 500,30 000,PLN,dmTECH Polska,Bydgoszcz,IGA (One Identity),MS SQL,,True,True,https://justjoin.it/job-offer/dmtech-polska-one-identity-consultant-z-j-angielskim-bydgoszcz-devops
Full Stack Developer,11 000,16 000,PLN,Apilo,Warszawa,Vue.js,TypeScript,JavaScript,True,True,https://justjoin.it/job-offer/apilo-full-stack-developer-warszawa-javascript
Full Stack Developer,11 000,16 000,PLN,Apilo,Warszawa,Vue.js,TypeScript,JavaScript,True,True,https://justjoin.it/job-offer/apilo-full-stack-developer-warszawa-html
Data Engineer,26 880,31 920,PLN,emagine Polska,Gliwice,SQL,Git,Power BI,False,True,https://justjoin.it/job-offer/emagine-polska-data-engineer-gliwice-data
DevOps/Server Administrator (AWS & Linux),16 000,16 800,PLN,Rentals United,Kraków,System Administration,,,True,True,https://justjoin.it/job-offer/rentals-united-devops-server-administrator-aws-linux--krakow-devops-e07c6af4
DevOps/Server Administrator (AWS & Linux),16 800,17 600,PLN,Rentals United,Kraków,AWS Systems Manager,,,True,True,https://justjoin.it/job-offer/rentals-united-devops-server-administrator-aws-linux--krakow-devops
Lead Fullstack Developer,25 000,35 000,PLN,Flyps,Poznań,Python,JavaScript,Django,False,True,https://justjoin.it/job-offer/flyps-lead-fullstack-developer-poznan-python
Oracle Architect,60 238,73 147,PLN,Kevin Edward,Bruksela,DevOps,Architecture,firewalls,False,False,https://justjoin.it/job-offer/kevin-edward-oracle-architect-bruksela-architecture
Windows Platform Engineer,11 000,17 000,PLN,Motorola Solutions,Kraków,Windows,Powershell,Linux,False,False,https://justjoin.it/job-offer/motorola-solutions-windows-platform-engineer-krakow-admin-63f003a4
Backup Admin,10 000,15 000,PLN,Motorola Solutions,Kraków,Oracle,Windows,Virtualization,False,False,https://justjoin.it/job-offer/motorola-solutions-backup-admin-krakow-admin
"Data Scientist, Product Analytics",13 500,15 500,PLN,BOLD PL,Warszawa,English,SQL,A/B testing,False,True,https://justjoin.it/job-offer/bold-pl-data-scientist-product-analytics-warszawa-analytics
Full Stack Developer,11 000,16 000,PLN,Apilo,Kozy,TypeScript,Vue.js,PHP Twig,True,True,https://justjoin.it/job-offer/apilo-full-stack-developer-kozy-php
Java Backend Developer,23 000,25 000,PLN,GreenMinds Sp. z o.o.,Warszawa,Backend,Spring Boot,REST API,False,True,https://justjoin.it/job-offer/greenminds-sp-z-o-o--java-backend-developer-warszawa-java
Senior Analytics Engineer (Looker),21 840,30 240,PLN,GetInData | Part of Xebia,Warszawa,BigQuery,SQL,,True,True,https://justjoin.it/job-offer/getindata-part-of-xebia-senior-analytics-engineer-looker--warszawa-analytics
SAP PI/PO Architect,28 000,35 000,PLN,DCV Technologies,Gdańsk,SAP PI/PO,,,False,True,https://justjoin.it/job-offer/dcv-technologies-sap-pi-po-architect-gdansk-other
Software Engineer 2 (.NET) - Allegro Pay,14 200,19 690,PLN,Allegro,Warszawa,English,.Net,,False,False,https://justjoin.it/job-offer/allegro-software-engineer-2-net---allegro-pay-warszawa-net
Senior Fullstack Developer (.Net/React),25 200,30 240,PLN,7N,Gdańsk,Redux,React,TypeScript,True,True,https://justjoin.it/job-offer/7n-senior-fullstack-developer-net-react--gdansk-net
